file	format	type	num_seqs	sum_len	min_len	avg_len	max_len
Sample_330-CAI10J_7G5_2.fastq	FASTQ	DNA	73239034	6094164217	20	83.2	151
Sample_331-CAF10G_7G6_1.fastq	FASTQ	DNA	56179627	5112600203	20	91.0	151
Sample_331-CAF10G_7G6_2.fastq	FASTQ	DNA	56179627	5091717176	20	90.6	151
Sample_332-CAC132_7G7_1.fastq	FASTQ	DNA	68684284	5736228388	20	83.5	151
Sample_332-CAC132_7G7_2.fastq	FASTQ	DNA	68684284	5721845893	20	83.3	151
Sample_333-CAB15S_7G8_1.fastq	FASTQ	DNA	39157828	4347812056	20	111.0	151
Sample_333-CAB15S_7G8_2.fastq	FASTQ	DNA	39157828	4332584331	20	110.6	151
Sample_334-CAG11I_7G9_1.fastq	FASTQ	DNA	48532413	4397974026	20	90.6	151
Sample_334-CAG11I_7G9_2.fastq	FASTQ	DNA	48532413	4386534989	20	90.4	151
Sample_335-CAH11D_7H1_1.fastq	FASTQ	DNA	144979	13180915	20	90.9	151
Sample_335-CAH11D_7H1_2.fastq	FASTQ	DNA	144979	13146625	20	90.7	151
Sample_336-CAJ106_7H2_1.fastq	FASTQ	DNA	52282765	4385975999	20	83.9	151
Sample_336-CAJ106_7H2_2.fastq	FASTQ	DNA	52282765	4374617248	20	83.7	151
Sample_337-CAH11E_7H3_1.fastq	FASTQ	DNA	61513105	5367434282	20	87.3	151
Sample_337-CAH11E_7H3_2.fastq	FASTQ	DNA	61513105	5353936662	20	87.0	151
Sample_338-CAE12F_7H4_1.fastq	FASTQ	DNA	79271714	6819264435	20	86.0	151
Sample_338-CAE12F_7H4_2.fastq	FASTQ	DNA	79271714	6800902200	20	85.8	151
Sample_339-CAF10I_7H5_1.fastq	FASTQ	DNA	65136058	5807246737	20	89.2	151
Sample_339-CAF10I_7H5_2.fastq	FASTQ	DNA	65136058	5793277790	20	88.9	151
Sample_33-CAC10R_1G2_1.fastq	FASTQ	DNA	57156490	5511393378	20	96.4	151
Sample_33-CAC10R_1G2_2.fastq	FASTQ	DNA	57156490	5480594991	20	95.9	151
Sample_340-CAB15R_7H6_1.fastq	FASTQ	DNA	27571582	3078552014	20	111.7	151
Sample_340-CAB15R_7H6_2.fastq	FASTQ	DNA	27571582	3066774518	20	111.2	151
Sample_341-CAF10E_7H8_1.fastq	FASTQ	DNA	58308877	6709497601	20	115.1	151
Sample_341-CAF10E_7H8_2.fastq	FASTQ	DNA	58308877	6688932750	20	114.7	151
Sample_342-CAE12G_7H9_1.fastq	FASTQ	DNA	69114508	7437594924	20	107.6	151
Sample_342-CAE12G_7H9_2.fastq	FASTQ	DNA	69114508	7415772472	20	107.3	151
Sample_343-CAJ108_7I2_1.fastq	FASTQ	DNA	53688222	5146807371	20	95.9	151
Sample_343-CAJ108_7I2_2.fastq	FASTQ	DNA	53688222	5130985567	20	95.6	151
Sample_344-CAJ107_7I3_1.fastq	FASTQ	DNA	79523602	7202265425	20	90.6	151
Sample_344-CAJ107_7I3_2.fastq	FASTQ	DNA	79523602	7185021495	20	90.4	151
Sample_345-CAK10L_7I4_1.fastq	FASTQ	DNA	55504495	4747321758	20	85.5	151
Sample_345-CAK10L_7I4_2.fastq	FASTQ	DNA	55504495	4731460949	20	85.2	151
Sample_346-CAH11F_7I5_1.fastq	FASTQ	DNA	74242043	6606059959	20	89.0	151
Sample_346-CAH11F_7I5_2.fastq	FASTQ	DNA	74242043	6595925713	20	88.8	151
Sample_347-NC_7_I6_1.fastq	FASTQ	DNA	555301	56382798	20	101.5	151
Sample_347-NC_7_I6_2.fastq	FASTQ	DNA	555301	56174812	20	101.2	151
Sample_348-CAF11A_8A2_1.fastq	FASTQ	DNA	66030553	6329097101	20	95.9	151
Sample_348-CAF11A_8A2_2.fastq	FASTQ	DNA	66030553	6310761661	20	95.6	151
Sample_349-CAB17X_8A4_1.fastq	FASTQ	DNA	58858521	6417697059	20	109.0	151
Sample_349-CAB17X_8A4_2.fastq	FASTQ	DNA	58858521	6400204989	20	108.7	151
Sample_34-CAC10Q_1G3_1.fastq	FASTQ	DNA	123766950	11106175538	20	89.7	151
Sample_34-CAC10Q_1G3_2.fastq	FASTQ	DNA	123766950	11080296550	20	89.5	151
Sample_350-CAB181_8A7_1.fastq	FASTQ	DNA	52433113	5548902473	20	105.8	151
Sample_350-CAB181_8A7_2.fastq	FASTQ	DNA	52433113	5527695647	20	105.4	151
Sample_351-CAF11B_8A9_1.fastq	FASTQ	DNA	1038281	91710498	20	88.3	151
Sample_351-CAF11B_8A9_2.fastq	FASTQ	DNA	1038281	91261519	20	87.9	151
Sample_352-CAK10U_8B1_1.fastq	FASTQ	DNA	71404198	6491611240	20	90.9	151
Sample_352-CAK10U_8B1_2.fastq	FASTQ	DNA	71404198	6466156289	20	90.6	151
Sample_353-CAJ10P_8B2_1.fastq	FASTQ	DNA	64826357	6064431580	20	93.5	151
Sample_353-CAJ10P_8B2_2.fastq	FASTQ	DNA	64826357	6047611055	20	93.3	151
Sample_354-CAJ10N_8B3_1.fastq	FASTQ	DNA	58658677	5580475803	20	95.1	151
Sample_354-CAJ10N_8B3_2.fastq	FASTQ	DNA	58658677	5564885392	20	94.9	151
Sample_355-CAD14H_8B4_1.fastq	FASTQ	DNA	67900827	6327496459	20	93.2	151
Sample_355-CAD14H_8B4_2.fastq	FASTQ	DNA	67900827	6307487981	20	92.9	151
Sample_356-CAE11K_8B5_1.fastq	FASTQ	DNA	70106422	6596156792	20	94.1	151
Sample_356-CAE11K_8B5_2.fastq	FASTQ	DNA	70106422	6581179854	20	93.9	151
Sample_357-CAB180_8B6_1.fastq	FASTQ	DNA	59475663	5735782208	20	96.4	151
Sample_357-CAB180_8B6_2.fastq	FASTQ	DNA	59475663	5703713678	20	95.9	151
Sample_358-CAL11B_8C2_1.fastq	FASTQ	DNA	67018900	6331885996	20	94.5	151
Sample_358-CAL11B_8C2_2.fastq	FASTQ	DNA	67018900	6310714702	20	94.2	151
Sample_359-CAC143_8C3_1.fastq	FASTQ	DNA	48684436	4542675411	20	93.3	151
Sample_359-CAC143_8C3_2.fastq	FASTQ	DNA	48684436	4531975598	20	93.1	151
Sample_35-CAL104_1G4_1.fastq	FASTQ	DNA	79121141	7213775367	20	91.2	151
Sample_35-CAL104_1G4_2.fastq	FASTQ	DNA	79121141	7187513982	20	90.8	151
Sample_360-CAC145_8C4_1.fastq	FASTQ	DNA	64165819	5823487169	20	90.8	151
Sample_360-CAC145_8C4_2.fastq	FASTQ	DNA	64165819	5803310883	20	90.4	151
Sample_361-CAC141_8C6_1.fastq	FASTQ	DNA	60893890	5167343442	20	84.9	151
Sample_361-CAC141_8C6_2.fastq	FASTQ	DNA	60893890	5158150508	20	84.7	151
Sample_362-CAK101_8C7_1.fastq	FASTQ	DNA	60814289	5694895718	20	93.6	151
Sample_362-CAK101_8C7_2.fastq	FASTQ	DNA	60814289	5670927236	20	93.2	151
Sample_363-CAB183_8C9_1.fastq	FASTQ	DNA	67195734	5663516493	20	84.3	151
Sample_363-CAB183_8C9_2.fastq	FASTQ	DNA	67195734	5653073785	20	84.1	151
Sample_364-CAB186_8D2_1.fastq	FASTQ	DNA	71271855	6858938392	20	96.2	151
Sample_364-CAB186_8D2_2.fastq	FASTQ	DNA	71271855	6846702673	20	96.1	151
Sample_365-CAF11C_8D4_1.fastq	FASTQ	DNA	72380073	6936867734	20	95.8	151
Sample_365-CAF11C_8D4_2.fastq	FASTQ	DNA	72380073	6918389518	20	95.6	151
Sample_366-CAM113_8D5_1.fastq	FASTQ	DNA	60181730	5378737964	20	89.4	151
Sample_366-CAM113_8D5_2.fastq	FASTQ	DNA	60181730	5365672195	20	89.2	151
Sample_367-CAC146_8D6_1.fastq	FASTQ	DNA	66055665	5089609929	20	77.1	151
Sample_367-CAC146_8D6_2.fastq	FASTQ	DNA	66055665	5078949171	20	76.9	151
Sample_368-CAC142_8E1_1.fastq	FASTQ	DNA	66139183	5427464220	20	82.1	151
Sample_368-CAC142_8E1_2.fastq	FASTQ	DNA	66139183	5412306092	20	81.8	151
Sample_369-CAM114_8E3_1.fastq	FASTQ	DNA	78764103	6950106768	20	88.2	151
Sample_369-CAM114_8E3_2.fastq	FASTQ	DNA	78764103	6930789136	20	88.0	151
Sample_36-CAB11W_1G5_1.fastq	FASTQ	DNA	30094272	3499490758	20	116.3	151
Sample_36-CAB11W_1G5_2.fastq	FASTQ	DNA	30094272	3488162514	20	115.9	151
Sample_370-CAC149_8E4_1.fastq	FASTQ	DNA	41661931	4454160644	20	106.9	151
Sample_370-CAC149_8E4_2.fastq	FASTQ	DNA	41661931	4439341113	20	106.6	151
Sample_371-CAM116_8E6_1.fastq	FASTQ	DNA	42158741	4639563488	20	110.0	151
Sample_371-CAM116_8E6_2.fastq	FASTQ	DNA	42158741	4623194164	20	109.7	151
Sample_372-CAK103_8E8_1.fastq	FASTQ	DNA	65207570	5835451887	20	89.5	151
Sample_372-CAK103_8E8_2.fastq	FASTQ	DNA	65207570	5821203601	20	89.3	151
Sample_373-CAK102_8E9_1.fastq	FASTQ	DNA	67743072	6233811178	20	92.0	151
Sample_373-CAK102_8E9_2.fastq	FASTQ	DNA	67743072	6215253165	20	91.7	151
Sample_374-CAD14K_8F2_1.fastq	FASTQ	DNA	73163703	6579516122	20	89.9	151
Sample_374-CAD14K_8F2_2.fastq	FASTQ	DNA	73163703	6563911494	20	89.7	151
Sample_375-NC_8_F3_1.fastq	FASTQ	DNA	4742960	511867075	20	107.9	151
Sample_375-NC_8_F3_2.fastq	FASTQ	DNA	4742960	510119326	20	107.6	151
Sample_376-CAD12G_8F4_1.fastq	FASTQ	DNA	60596808	5391858431	20	89.0	151
Sample_376-CAD12G_8F4_2.fastq	FASTQ	DNA	60596808	5371351396	20	88.6	151
Sample_377-CAD12H_8F5_1.fastq	FASTQ	DNA	76055573	5494193490	20	72.2	151
Sample_377-CAD12H_8F5_2.fastq	FASTQ	DNA	76055573	5478880734	20	72.0	151
Sample_378-CAB198_8G1_1.fastq	FASTQ	DNA	85357345	7768387081	20	91.0	151
Sample_378-CAB198_8G1_2.fastq	FASTQ	DNA	85357345	7747820262	20	90.8	151
Sample_379-CAE12Y_8G3_1.fastq	FASTQ	DNA	139509	14806185	20	106.1	151
Sample_379-CAE12Y_8G3_2.fastq	FASTQ	DNA	139509	14790305	20	106.0	151
Sample_37-CAL103_1G6_1.fastq	FASTQ	DNA	87702029	8108107855	20	92.5	151
Sample_37-CAL103_1G6_2.fastq	FASTQ	DNA	87702029	8090661027	20	92.3	151
Sample_380-CAN10X_8G4_1.fastq	FASTQ	DNA	70098386	6413360688	20	91.5	151
Sample_380-CAN10X_8G4_2.fastq	FASTQ	DNA	70098386	6400545789	20	91.3	151
Sample_381-CAE12Z_8G8_1.fastq	FASTQ	DNA	72735256	6570876674	20	90.3	151
Sample_381-CAE12Z_8G8_2.fastq	FASTQ	DNA	72735256	6554219124	20	90.1	151
Sample_382-CAD12M_8G9_1.fastq	FASTQ	DNA	84108802	7170635407	20	85.3	151
Sample_382-CAD12M_8G9_2.fastq	FASTQ	DNA	84108802	7152104862	20	85.0	151
Sample_383-CAC140_8H3_1.fastq	FASTQ	DNA	37063193	2028662306	20	54.7	151
Sample_383-CAC140_8H3_2.fastq	FASTQ	DNA	37063193	2025692542	20	54.7	151
Sample_384-CAB17W_8H4_1.fastq	FASTQ	DNA	50526017	4284154957	20	84.8	151
Sample_384-CAB17W_8H4_2.fastq	FASTQ	DNA	50526017	4274900430	20	84.6	151
Sample_385-CAL11A_8H6_1.fastq	FASTQ	DNA	16975269	1655190162	20	97.5	151
Sample_385-CAL11A_8H6_2.fastq	FASTQ	DNA	16975269	1648191206	20	97.1	151
Sample_386-CAB17R_8H7_1.fastq	FASTQ	DNA	49374047	5243678899	20	106.2	151
Sample_386-CAB17R_8H7_2.fastq	FASTQ	DNA	49374047	5218850942	20	105.7	151
Sample_387-NC_8_I2_1.fastq	FASTQ	DNA	487869	56496959	20	115.8	151
Sample_387-NC_8_I2_2.fastq	FASTQ	DNA	487869	56303814	20	115.4	151
Sample_388-CAK10S_9A1_1.fastq	FASTQ	DNA	58979394	5370628542	20	91.1	151
Sample_388-CAK10S_9A1_2.fastq	FASTQ	DNA	58979394	5359773170	20	90.9	151
Sample_389-CAN171_9A2_1.fastq	FASTQ	DNA	81037697	7767358256	20	95.8	151
Sample_389-CAN171_9A2_2.fastq	FASTQ	DNA	81037697	7742747194	20	95.5	151
Sample_38-CAE103_1G8_1.fastq	FASTQ	DNA	17653648	1663428029	20	94.2	151
Sample_38-CAE103_1G8_2.fastq	FASTQ	DNA	17653648	1656862784	20	93.9	151
Sample_390-CAM11C_9A5_1.fastq	FASTQ	DNA	72313119	6742274056	20	93.2	151
Sample_390-CAM11C_9A5_2.fastq	FASTQ	DNA	72313119	6718210196	20	92.9	151
Sample_391-CAM11B_9A6_1.fastq	FASTQ	DNA	71056686	6959139542	20	97.9	151
Sample_391-CAM11B_9A6_2.fastq	FASTQ	DNA	71056686	6938314832	20	97.6	151
Sample_392-CAF11K_9B6_1.fastq	FASTQ	DNA	89412647	8219929939	20	91.9	151
Sample_392-CAF11K_9B6_2.fastq	FASTQ	DNA	89412647	8191799836	20	91.6	151
Sample_393-CAF11J_9B7_1.fastq	FASTQ	DNA	63839509	6023929980	20	94.4	151
Sample_393-CAF11J_9B7_2.fastq	FASTQ	DNA	63839509	6002664826	20	94.0	151
Sample_394-CAF11I_9B8_1.fastq	FASTQ	DNA	105910542	9618354285	20	90.8	151
Sample_394-CAF11I_9B8_2.fastq	FASTQ	DNA	105910542	9591041745	20	90.6	151
Sample_395-CAE133_9B9_1.fastq	FASTQ	DNA	57984983	5266056943	20	90.8	151
Sample_395-CAE133_9B9_2.fastq	FASTQ	DNA	57984983	5248546424	20	90.5	151
Sample_396-CAJ10S_9C3_1.fastq	FASTQ	DNA	76499834	6257794268	20	81.8	151
Sample_396-CAJ10S_9C3_2.fastq	FASTQ	DNA	76499834	6243694501	20	81.6	151
Sample_397-CAD11Y_9C6_1.fastq	FASTQ	DNA	73181583	6778812337	20	92.6	151
Sample_397-CAD11Y_9C6_2.fastq	FASTQ	DNA	73181583	6760795576	20	92.4	151
Sample_398-CAD11X_9C7_1.fastq	FASTQ	DNA	64567689	5997619740	20	92.9	151
Sample_398-CAD11X_9C7_2.fastq	FASTQ	DNA	64567689	5983872398	20	92.7	151
Sample_399-CAD11W_9C9_1.fastq	FASTQ	DNA	46331345	4415195296	20	95.3	151
Sample_399-CAD11W_9C9_2.fastq	FASTQ	DNA	46331345	4401373092	20	95.0	151
Sample_39-CAM102_1G9_1.fastq	FASTQ	DNA	75966655	7123255411	20	93.8	151
Sample_39-CAM102_1G9_2.fastq	FASTQ	DNA	75966655	7101572015	20	93.5	151
Sample_3-CAB12B_1A3_1.fastq	FASTQ	DNA	68731435	5392758078	20	78.5	151
Sample_3-CAB12B_1A3_2.fastq	FASTQ	DNA	68731435	5377279678	20	78.2	151
Sample_400-CAC14M_9D2_1.fastq	FASTQ	DNA	24366622	2825541187	20	116.0	151
Sample_400-CAC14M_9D2_2.fastq	FASTQ	DNA	24366622	2808695844	20	115.3	151
Sample_401-CAC14L_9D4_1.fastq	FASTQ	DNA	81157760	7976405420	20	98.3	151
Sample_401-CAC14L_9D4_2.fastq	FASTQ	DNA	81157760	7939066542	20	97.8	151
Sample_402-CAD11V_9D8_1.fastq	FASTQ	DNA	64457271	5253879716	20	81.5	151
Sample_402-CAD11V_9D8_2.fastq	FASTQ	DNA	64457271	5242019191	20	81.3	151
Sample_403-CAB18D_9D9_1.fastq	FASTQ	DNA	41140203	5264876058	20	128.0	151
Sample_403-CAB18D_9D9_2.fastq	FASTQ	DNA	41140203	5232262976	20	127.2	151
Sample_404-CAD11U_9E1_1.fastq	FASTQ	DNA	58586432	5312294752	20	90.7	151
Sample_404-CAD11U_9E1_2.fastq	FASTQ	DNA	58586432	5298893599	20	90.4	151
Sample_405-CAB18C_9E2_1.fastq	FASTQ	DNA	68187992	6305822983	20	92.5	151
Sample_405-CAB18C_9E2_2.fastq	FASTQ	DNA	68187992	6288842248	20	92.2	151
Sample_406-CAC14K_9E3_1.fastq	FASTQ	DNA	25131137	3139541318	20	124.9	151
Sample_406-CAC14K_9E3_2.fastq	FASTQ	DNA	25131137	3124660328	20	124.3	151
Sample_407-CAK116_9E7_1.fastq	FASTQ	DNA	49790372	5153297531	20	103.5	151
Sample_407-CAK116_9E7_2.fastq	FASTQ	DNA	49790372	5132970035	20	103.1	151
Sample_408-NC_9_F1_1.fastq	FASTQ	DNA	7082908	757624892	20	107.0	151
Sample_408-NC_9_F1_2.fastq	FASTQ	DNA	7082908	755537025	20	106.7	151
Sample_409-CAF118_9F7_1.fastq	FASTQ	DNA	68696967	6749484666	20	98.3	151
Sample_409-CAF118_9F7_2.fastq	FASTQ	DNA	68696967	6726539415	20	97.9	151
Sample_40-CAC10T_1H3_1.fastq	FASTQ	DNA	69143778	6295180183	20	91.0	151
Sample_40-CAC10T_1H3_2.fastq	FASTQ	DNA	69143778	6275531755	20	90.8	151
Sample_410-CAF119_9F8_1.fastq	FASTQ	DNA	73604262	7109629800	20	96.6	151
Sample_410-CAF119_9F8_2.fastq	FASTQ	DNA	73604262	7086900295	20	96.3	151
Sample_411-CAE11H_9G9_1.fastq	FASTQ	DNA	66605844	6085216502	20	91.4	151
Sample_411-CAE11H_9G9_2.fastq	FASTQ	DNA	66605844	6065507488	20	91.1	151
Sample_412-CAI110_9H1_1.fastq	FASTQ	DNA	73259071	7081851341	20	96.7	151
Sample_412-CAI110_9H1_2.fastq	FASTQ	DNA	73259071	7054695480	20	96.3	151
Sample_413-NC_9_H3_1.fastq	FASTQ	DNA	1639391	179603320	20	109.6	151
Sample_413-NC_9_H3_2.fastq	FASTQ	DNA	1639391	179190699	20	109.3	151
Sample_414-CAC13S_9I2_1.fastq	FASTQ	DNA	73980718	6787250165	20	91.7	151
Sample_414-CAC13S_9I2_2.fastq	FASTQ	DNA	73980718	6763447336	20	91.4	151
Sample_415-CAD13F_9I3_1.fastq	FASTQ	DNA	59777437	5467449676	20	91.5	151
Sample_415-CAD13F_9I3_2.fastq	FASTQ	DNA	59777437	5452531779	20	91.2	151
Sample_416-CAB17P_9I4_1.fastq	FASTQ	DNA	61747989	5344749077	20	86.6	151
Sample_416-CAB17P_9I4_2.fastq	FASTQ	DNA	61747989	5328528423	20	86.3	151
Sample_417-CAD146_9I9_1.fastq	FASTQ	DNA	75832756	6605754018	20	87.1	151
Sample_417-CAD146_9I9_2.fastq	FASTQ	DNA	75832756	6588589741	20	86.9	151
Sample_418-CAD145_10A1_1.fastq	FASTQ	DNA	70113094	5778732100	20	82.4	151
Sample_418-CAD145_10A1_2.fastq	FASTQ	DNA	70113094	5766657215	20	82.2	151
Sample_419-CAD13H_10A3_1.fastq	FASTQ	DNA	72477103	6766948865	20	93.4	151
Sample_419-CAD13H_10A3_2.fastq	FASTQ	DNA	72477103	6747071993	20	93.1	151
Sample_41-NC_1_H4_1.fastq	FASTQ	DNA	94581	7804054	20	82.5	151
Sample_41-NC_1_H4_2.fastq	FASTQ	DNA	94581	7780555	20	82.3	151
Sample_420-CAB17Q_10A5_1.fastq	FASTQ	DNA	62991001	6008934031	20	95.4	151
Sample_420-CAB17Q_10A5_2.fastq	FASTQ	DNA	62991001	5986424392	20	95.0	151
Sample_421-CAL119_10A6_1.fastq	FASTQ	DNA	121636	10951260	20	90.0	151
Sample_421-CAL119_10A6_2.fastq	FASTQ	DNA	121636	10928810	20	89.8	151
Sample_422-CAL116_10A7_1.fastq	FASTQ	DNA	46093436	4583457354	20	99.4	151
Sample_422-CAL116_10A7_2.fastq	FASTQ	DNA	46093436	4568456256	20	99.1	151
Sample_423-CAC13U_10B3_1.fastq	FASTQ	DNA	54296892	5243373249	20	96.6	151
Sample_423-CAC13U_10B3_2.fastq	FASTQ	DNA	54296892	5230373344	20	96.3	151
Sample_424-CAB17M_10B5_1.fastq	FASTQ	DNA	48872108	4756639179	20	97.3	151
Sample_424-CAB17M_10B5_2.fastq	FASTQ	DNA	48872108	4739706096	20	97.0	151
Sample_425-CAI10Z_10B9_1.fastq	FASTQ	DNA	68904780	6049406367	20	87.8	151
Sample_425-CAI10Z_10B9_2.fastq	FASTQ	DNA	68904780	6032534981	20	87.5	151
Sample_426-CAM112_10C2_1.fastq	FASTQ	DNA	72143100	7059751336	20	97.9	151
Sample_426-CAM112_10C2_2.fastq	FASTQ	DNA	72143100	7035348524	20	97.5	151
Sample_427-CAC13X_10C3_1.fastq	FASTQ	DNA	31525782	3667163157	20	116.3	151
Sample_427-CAC13X_10C3_2.fastq	FASTQ	DNA	31525782	3655741497	20	116.0	151
Sample_428-CAC13H_10C8_1.fastq	FASTQ	DNA	63626653	6380439349	20	100.3	151
Sample_428-CAC13H_10C8_2.fastq	FASTQ	DNA	63626653	6359791615	20	100.0	151
Sample_429-NC_10_D4_1.fastq	FASTQ	DNA	652224	68556630	20	105.1	151
Sample_429-NC_10_D4_2.fastq	FASTQ	DNA	652224	68408744	20	104.9	151
Sample_42-CAB11U_1H7_1.fastq	FASTQ	DNA	74189	5825543	20	78.5	151
Sample_42-CAB11U_1H7_2.fastq	FASTQ	DNA	74189	5809755	20	78.3	151
Sample_430-CAL114_10D7_1.fastq	FASTQ	DNA	53676752	5139715429	20	95.8	151
Sample_430-CAL114_10D7_2.fastq	FASTQ	DNA	53676752	5126699141	20	95.5	151
Sample_431-CAG11J_10D8_1.fastq	FASTQ	DNA	49146628	5038569961	20	102.5	151
Sample_431-CAG11J_10D8_2.fastq	FASTQ	DNA	49146628	5027009249	20	102.3	151
Sample_432-CAD141_10D9_1.fastq	FASTQ	DNA	48758711	5423414740	20	111.2	151
Sample_432-CAD141_10D9_2.fastq	FASTQ	DNA	48758711	5399932799	20	110.7	151
Sample_433-CAB167_10E1_1.fastq	FASTQ	DNA	86755085	8980134315	20	103.5	151
Sample_433-CAB167_10E1_2.fastq	FASTQ	DNA	86755085	8944517616	20	103.1	151
Sample_434-CAI10P_10E4_1.fastq	FASTQ	DNA	83522546	7833009890	20	93.8	151
Sample_434-CAI10P_10E4_2.fastq	FASTQ	DNA	83522546	7807426743	20	93.5	151
Sample_435-CAE12Q_10E5_1.fastq	FASTQ	DNA	75981344	7699424996	20	101.3	151
Sample_435-CAE12Q_10E5_2.fastq	FASTQ	DNA	75981344	7670498132	20	101.0	151
Sample_436-CAC138_10E6_1.fastq	FASTQ	DNA	67580196	7304323935	20	108.1	151
Sample_436-CAC138_10E6_2.fastq	FASTQ	DNA	67580196	7274560762	20	107.6	151
Sample_437-CAE12N_10E7_1.fastq	FASTQ	DNA	64977392	7416017383	20	114.1	151
Sample_437-CAE12N_10E7_2.fastq	FASTQ	DNA	64977392	7389237406	20	113.7	151
Sample_438-CAE12P_10E8_1.fastq	FASTQ	DNA	48455801	5711197601	20	117.9	151
Sample_438-CAE12P_10E8_2.fastq	FASTQ	DNA	48455801	5687838205	20	117.4	151
Sample_439-CAD142_10E9_1.fastq	FASTQ	DNA	43823013	4974973039	20	113.5	151
Sample_439-CAD142_10E9_2.fastq	FASTQ	DNA	43823013	4959760889	20	113.2	151
Sample_43-CAC102_1I1_1.fastq	FASTQ	DNA	4797008	504572235	20	105.2	151
Sample_43-CAC102_1I1_2.fastq	FASTQ	DNA	4797008	501973326	20	104.6	151
Sample_440-CAE12R_10F2_1.fastq	FASTQ	DNA	79956412	8537768042	20	106.8	151
Sample_440-CAE12R_10F2_2.fastq	FASTQ	DNA	79956412	8510917862	20	106.4	151
Sample_441-CAC139_10F3_1.fastq	FASTQ	DNA	35148374	4154751354	20	118.2	151
Sample_441-CAC139_10F3_2.fastq	FASTQ	DNA	35148374	4136010966	20	117.7	151
Sample_442-CAN102_10F4_1.fastq	FASTQ	DNA	52461822	4779987142	20	91.1	151
Sample_442-CAN102_10F4_2.fastq	FASTQ	DNA	52461822	4752422555	20	90.6	151
Sample_443-CAI10M_10F5_1.fastq	FASTQ	DNA	74858052	6926692712	20	92.5	151
Sample_443-CAI10M_10F5_2.fastq	FASTQ	DNA	74858052	6908737052	20	92.3	151
Sample_444-CAH11G_10F7_1.fastq	FASTQ	DNA	80365273	7565422132	20	94.1	151
Sample_444-CAH11G_10F7_2.fastq	FASTQ	DNA	80365273	7539975439	20	93.8	151
Sample_445-CAL118_10F8_1.fastq	FASTQ	DNA	59705824	5680218265	20	95.1	151
Sample_445-CAL118_10F8_2.fastq	FASTQ	DNA	59705824	5665080553	20	94.9	151
Sample_446-NC_10_G2_1.fastq	FASTQ	DNA	308336	30679681	20	99.5	151
Sample_446-NC_10_G2_2.fastq	FASTQ	DNA	308336	30618991	20	99.3	151
Sample_447-CAM10T_10G3_1.fastq	FASTQ	DNA	67045076	6256550269	20	93.3	151
Sample_447-CAM10T_10G3_2.fastq	FASTQ	DNA	67045076	6239497767	20	93.1	151
Sample_448-CAE12L_10G4_1.fastq	FASTQ	DNA	68485656	6645882706	20	97.0	151
Sample_448-CAE12L_10G4_2.fastq	FASTQ	DNA	68485656	6623086322	20	96.7	151
Sample_449-CAB15U_10G8_1.fastq	FASTQ	DNA	31916301	4145628828	20	129.9	151
Sample_449-CAB15U_10G8_2.fastq	FASTQ	DNA	31916301	4124989575	20	129.2	151
Sample_44-CAD10F_1I2_1.fastq	FASTQ	DNA	83238628	7338287111	20	88.2	151
Sample_44-CAD10F_1I2_2.fastq	FASTQ	DNA	83238628	7309116800	20	87.8	151
Sample_450-CAH11H_10H2_1.fastq	FASTQ	DNA	469176	46846588	20	99.8	151
Sample_450-CAH11H_10H2_2.fastq	FASTQ	DNA	469176	46632268	20	99.4	151
Sample_451-CAB15T_10H5_1.fastq	FASTQ	DNA	30702425	3186008086	20	103.8	151
Sample_451-CAB15T_10H5_2.fastq	FASTQ	DNA	30702425	3170847590	20	103.3	151
Sample_452-CAD118_10H6_1.fastq	FASTQ	DNA	32816248	3958333495	20	120.6	151
Sample_452-CAD118_10H6_2.fastq	FASTQ	DNA	32816248	3941792083	20	120.1	151
Sample_453-CAE12I_10H7_1.fastq	FASTQ	DNA	52784812	4823815559	20	91.4	151
Sample_453-CAE12I_10H7_2.fastq	FASTQ	DNA	52784812	4805114182	20	91.0	151
Sample_454-CAF10J_10H8_1.fastq	FASTQ	DNA	72150103	6990114776	20	96.9	151
Sample_454-CAF10J_10H8_2.fastq	FASTQ	DNA	72150103	6961417273	20	96.5	151
Sample_455-CAE12K_10H9_1.fastq	FASTQ	DNA	60658408	5775950829	20	95.2	151
Sample_455-CAE12K_10H9_2.fastq	FASTQ	DNA	60658408	5760454900	20	95.0	151
Sample_456-CAI10S_10I5_1.fastq	FASTQ	DNA	75073230	6854944538	20	91.3	151
Sample_456-CAI10S_10I5_2.fastq	FASTQ	DNA	75073230	6834786985	20	91.0	151
Sample_457-CAM10V_10I6_1.fastq	FASTQ	DNA	97088681	9183516933	20	94.6	151
Sample_457-CAM10V_10I6_2.fastq	FASTQ	DNA	97088681	9158267299	20	94.3	151
Sample_458-CAD139_10I7_1.fastq	FASTQ	DNA	60581221	5685845459	20	93.9	151
Sample_458-CAD139_10I7_2.fastq	FASTQ	DNA	60581221	5668360056	20	93.6	151
Sample_459-CAF10P_11A1_1.fastq	FASTQ	DNA	54427540	5520067132	20	101.4	151
Sample_459-CAF10P_11A1_2.fastq	FASTQ	DNA	54427540	5499208142	20	101.0	151
Sample_45-CAM100_1I7_1.fastq	FASTQ	DNA	75983097	7070175321	20	93.0	151
Sample_45-CAM100_1I7_2.fastq	FASTQ	DNA	75983097	7053279429	20	92.8	151
Sample_460-CAE117_11A2_1.fastq	FASTQ	DNA	62572289	5927060338	20	94.7	151
